source_id,member_id,experiment_id,scenario,city,state,lat,lon,grid_lat,grid_lon_0_360,year,temp_k,temp_c,baseline_temp_c,temp_anomaly_c,baseline_period
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2054,293.42148,20.271484,19.508799,0.7626858,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2055,292.73196,19.58197,19.508799,0.073171616,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2056,292.98108,19.831085,19.508799,0.3222866,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2057,293.95053,20.800537,19.508799,1.2917385,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2058,294.57794,21.427948,19.508799,1.9191494,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2059,293.2974,20.1474,19.508799,0.6386013,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2060,292.7347,19.584717,19.508799,0.0759182,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2061,293.83826,20.688263,19.508799,1.1794643,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2062,293.3865,20.236511,19.508799,0.72771263,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2063,293.67584,20.525848,19.508799,1.0170498,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2064,293.29416,20.144165,19.508799,0.63536644,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2065,293.449,20.299011,19.508799,0.79021263,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2066,293.51422,20.364227,19.508799,0.8554287,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2067,293.05594,19.905945,19.508799,0.39714622,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2068,293.6561,20.506104,19.508799,0.9973049,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2069,293.97827,20.828278,19.508799,1.319479,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2070,293.4402,20.290192,19.508799,0.78139305,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2071,293.7663,20.616302,19.508799,1.1075039,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2072,292.57773,19.427734,19.508799,-0.081064224,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2073,293.9378,20.787811,19.508799,1.2790127,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2074,294.08676,20.936768,19.508799,1.427969,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2075,293.98434,20.83435,19.508799,1.325552,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2076,293.64804,20.498047,19.508799,0.9892483,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2077,293.50986,20.359863,19.508799,0.8510647,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2078,293.45474,20.304749,19.508799,0.79594994,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2079,293.35492,20.204926,19.508799,0.69612694,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2080,293.6137,20.463715,19.508799,0.954916,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2081,292.8357,19.6857,19.508799,0.17690086,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2082,293.89813,20.748138,19.508799,1.2393398,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2083,293.14676,19.996765,19.508799,0.48796654,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2084,293.3035,20.153503,19.508799,0.6447048,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2085,294.15906,21.009064,19.508799,1.5002651,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2086,294.16794,21.017944,19.508799,1.5091457,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2087,293.7433,20.593292,19.508799,1.0844936,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2088,292.83475,19.684753,19.508799,0.17595482,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2089,292.8403,19.690308,19.508799,0.18150902,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2090,293.16605,20.016052,19.508799,0.50725365,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2091,293.965,20.815002,19.508799,1.3062038,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2092,292.908,19.757996,19.508799,0.249197,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2093,294.60312,21.453125,19.508799,1.9443264,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2094,293.0275,19.877502,19.508799,0.36870384,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2095,292.92694,19.776947,19.508799,0.26814842,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2096,293.8251,20.67511,19.508799,1.1663113,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2097,294.01602,20.866028,19.508799,1.3572292,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2098,292.62057,19.470581,19.508799,-0.038217545,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2099,293.49277,20.342773,19.508799,0.83397484,1995-2014
CESM2,r4i1p1f1,ssp126,SSP1-2.6,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2100,294.29437,21.144379,19.508799,1.6355801,1995-2014
CESM2,r4i1p1f1,ssp245,SSP2-4.5,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2015,292.79556,19.645569,19.508799,0.13677025,1995-2014
CESM2,r4i1p1f1,ssp245,SSP2-4.5,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2016,293.0953,19.945312,19.508799,0.4365139,1995-2014
CESM2,r4i1p1f1,ssp245,SSP2-4.5,Los Angeles,CA,34.0522,-118.2437,34.3979057591623,241.25,2017,292.71713,19.567139,19.508799,0.058340073,1995-2014
